EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationField,BusinessTravel,DistanceFromHome,MonthlyIncome,PercentSalaryHike,YearsAtCompany,YearsInCurrentRole,NumCompaniesWorked,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,OverTime,Attrition
1192,22,Male,Single,Sales,Manager,Marketing,Travel_Rarely,15,10812.0,17,0,0,3,3,2,4.0,2,2,3,Yes,0
1193,59,Male,Married,Sales,Manager,Marketing,Travel_Rarely,9,14702.0,24,12,3,5,3,3,4.0,3,3,3,No,0
1194,54,Female,Divorced,Research & Development,Research Scientist,Life Sciences,Travel_Rarely,19,7141.0,15,5,2,3,2,1,3.0,2,2,3,No,1
1195,48,Female,Married,Sales,Manager,Life Sciences,Travel_Rarely,22,14271.0,17,8,6,5,2,2,4.0,1,4,3,No,0
1196,53,Male,Married,Sales,Sales Executive,Technical Degree,Travel_Rarely,5,6338.0,22,3,1,1,4,4,3.0,1,1,3,No,0
1197,23,Male,Married,Research & Development,Research Scientist,Life Sciences,Travel_Rarely,6,3649.0,17,1,1,1,3,4,3.0,1,2,3,No,0
1198,23,Male,Married,Research & Development,Manager,Technical Degree,Travel_Rarely,1,12219.0,15,0,0,7,0,4,4.0,4,4,3,Yes,0
1199,32,Male,Married,Sales,Manager,Marketing,Travel_Rarely,1,12458.0,18,2,2,4,4,1,1.0,2,2,3,No,1
1200,20,Female,Married,Sales,Sales Executive,Life Sciences,Travel_Frequently,2,6703.0,19,0,0,5,3,4,1.0,4,3,3,No,0
1201,55,Female,Divorced,Research & Development,Manager,Technical Degree,Travel_Rarely,21,12471.0,24,3,2,6,4,2,1.0,3,3,3,No,1
1202,22,Female,Married,Human Resources,Manager,Technical Degree,Travel_Frequently,27,11743.0,19,1,0,1,4,1,3.0,2,2,3,No,1
1203,41,Female,Married,Research & Development,Manager,Human Resources,Travel_Rarely,12,11829.0,13,6,2,8,1,1,1.0,4,3,4,No,1
1204,54,Female,Married,Sales,Sales Executive,Medical,Travel_Rarely,26,7510.0,11,7,5,3,5,4,2.0,2,1,3,Yes,0
1205,49,Female,Single,Sales,Sales Executive,Technical Degree,Travel_Rarely,22,5850.0,24,1,0,8,5,3,2.0,1,3,3,No,0
1206,29,Male,Single,Sales,Manager,Other,Travel_Rarely,24,11774.0,16,5,3,3,0,3,3.0,4,1,4,No,0
1207,38,Male,Single,Sales,Manager,Medical,Travel_Rarely,22,12612.0,13,7,6,3,1,4,3.0,3,3,3,No,0
1208,41,Male,Married,Research & Development,Manager,Other,Travel_Rarely,6,12858.0,14,5,3,5,1,1,1.0,2,1,3,Yes,1
1209,50,Male,Single,Sales,Sales Representative,Human Resources,Travel_Rarely,16,4873.0,12,4,3,1,5,1,3.0,3,4,3,No,1
1210,37,Male,Married,Research & Development,Research Scientist,Marketing,Travel_Frequently,16,5748.0,13,8,5,5,5,4,2.0,4,3,3,No,0
1211,31,Male,Divorced,Research & Development,Manager,Other,Travel_Rarely,19,13580.0,21,6,5,8,1,3,1.0,2,1,3,Yes,0
1212,51,Female,Single,Research & Development,Laboratory Technician,Other,Travel_Rarely,24,4232.0,20,7,4,5,3,4,3.0,4,1,3,Yes,0
1213,55,Female,Married,Sales,Sales Representative,Medical,Travel_Rarely,4,3780.0,19,3,2,0,1,3,2.0,4,1,4,No,1
1214,39,Male,Divorced,Research & Development,Manager,Other,Travel_Rarely,20,13623.0,11,1,0,6,0,1,2.0,4,4,3,Yes,0
1215,21,Male,Married,Research & Development,Manufacturing Director,Life Sciences,Non-Travel,25,9006.0,20,0,0,0,1,3,4.0,1,3,3,No,0
1216,40,Female,Single,Research & Development,Laboratory Technician,Life Sciences,Travel_Rarely,4,3832.0,24,9,4,0,0,4,1.0,1,2,3,No,0
1217,55,Male,Married,Sales,Sales Executive,Life Sciences,Travel_Rarely,13,8819.0,23,21,12,2,5,1,4.0,1,2,3,No,0
1218,59,Male,Married,Sales,Sales Representative,Marketing,Travel_Rarely,26,6496.0,16,23,17,2,4,1,2.0,3,1,3,No,1
1219,36,Male,Married,Human Resources,Manager,Other,Travel_Rarely,1,12373.0,19,8,2,0,1,2,4.0,2,1,3,No,0
1220,26,Male,Single,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,5,3578.0,15,1,1,0,3,2,4.0,4,4,3,Yes,0
1221,42,Male,Married,Sales,Manager,Technical Degree,Travel_Rarely,24,13908.0,23,13,4,7,1,3,4.0,1,3,4,No,0
1222,53,Female,Married,Research & Development,Laboratory Technician,Life Sciences,Travel_Rarely,5,4208.0,23,6,2,4,3,1,1.0,2,2,3,Yes,1
1223,57,Female,Single,Research & Development,Manager,Technical Degree,Travel_Rarely,21,13317.0,14,7,2,1,5,4,4.0,2,1,3,Yes,1
1224,22,Female,Married,Human Resources,Manager,Marketing,Travel_Frequently,27,13043.0,17,1,0,3,5,1,2.0,4,2,3,Yes,0
1225,31,Male,Single,Sales,Sales Representative,Marketing,Travel_Rarely,15,3170.0,14,0,0,6,4,1,4.0,1,2,3,No,1
1226,39,Female,Married,Human Resources,Manager,Medical,Non-Travel,15,13398.0,19,9,8,6,1,4,4.0,2,1,3,Yes,0
1227,23,Female,Divorced,Sales,Sales Representative,Medical,Travel_Frequently,13,2998.0,15,2,1,2,1,2,3.0,4,3,3,Yes,1
1228,55,Male,Single,Research & Development,Laboratory Technician,Other,Travel_Rarely,11,4341.0,20,16,10,1,0,3,4.0,4,3,3,No,0
1229,24,Female,Married,Research & Development,Manufacturing Director,Technical Degree,Travel_Rarely,12,11099.0,24,2,1,8,0,2,3.0,4,4,3,Yes,0
1230,46,Male,Married,Sales,Manager,Marketing,Travel_Rarely,17,12233.0,23,6,5,5,3,2,1.0,3,2,3,No,0
1231,56,Male,Single,Sales,Manager,Life Sciences,Travel_Frequently,26,12505.0,13,1,1,8,3,3,4.0,1,2,3,No,0
1232,47,Male,Divorced,Research & Development,Research Scientist,Human Resources,Travel_Frequently,29,6079.0,12,13,3,2,5,4,3.0,1,4,3,No,1
1233,50,Male,Married,Human Resources,Manager,Marketing,Travel_Rarely,26,14025.0,22,11,8,1,0,1,1.0,2,2,3,Yes,1
1234,30,Male,Single,Research & Development,Research Scientist,Marketing,Travel_Rarely,4,3805.0,12,5,4,3,1,4,1.0,2,3,3,Yes,0
1235,53,Male,Divorced,Human Resources,Manager,Human Resources,Travel_Rarely,9,12775.0,16,2,1,2,4,1,3.0,3,3,4,No,1
1236,36,Male,Married,Research & Development,Manufacturing Director,Life Sciences,Travel_Rarely,22,10125.0,24,3,2,6,4,4,4.0,1,4,3,No,0
1237,22,Female,Married,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,16,2640.0,17,0,0,6,2,4,3.0,3,2,3,Yes,0
1238,34,Male,Single,Research & Development,Manager,Other,Non-Travel,10,12570.0,11,6,3,0,0,4,2.0,2,3,3,No,0
1239,33,Male,Single,Sales,Manager,Marketing,Non-Travel,10,13342.0,24,6,4,5,2,3,2.0,1,1,3,No,0
1240,40,Male,Married,Sales,Sales Executive,Life Sciences,Non-Travel,4,8379.0,20,12,6,3,1,4,2.0,4,4,3,Yes,0
1241,30,Female,Single,Research & Development,Research Scientist,Medical,Travel_Rarely,10,4363.0,15,2,2,5,3,4,2.0,2,1,3,No,0
1242,38,Male,Single,Research & Development,Research Scientist,Life Sciences,Travel_Rarely,13,4117.0,19,5,4,3,5,3,2.0,1,3,3,No,1
1243,37,Female,Married,Sales,Manager,Technical Degree,Travel_Frequently,13,11359.0,19,0,0,4,1,4,1.0,2,1,3,No,0
1244,33,Male,Single,Research & Development,Manufacturing Director,Marketing,Travel_Rarely,16,10492.0,18,2,2,6,0,2,3.0,4,2,3,No,1
1245,47,Male,Single,Research & Development,Manufacturing Director,Life Sciences,Travel_Rarely,8,9753.0,24,6,4,2,4,4,1.0,4,1,3,No,0
1246,32,Male,Single,Research & Development,Manager,Human Resources,Travel_Frequently,6,12409.0,22,4,2,1,0,4,1.0,1,3,3,No,0
1247,50,Male,Married,Research & Development,Manager,Medical,Travel_Rarely,26,14569.0,14,8,4,6,5,3,2.0,3,2,4,No,0
1248,30,Female,Married,Research & Development,Research Scientist,Marketing,Travel_Rarely,12,4716.0,24,2,2,8,4,1,4.0,3,3,3,No,1
1249,54,Female,Divorced,Research & Development,Research Scientist,Other,Travel_Frequently,8,6205.0,24,13,6,3,2,1,3.0,4,2,3,No,1
1250,34,Male,Single,Research & Development,Laboratory Technician,Life Sciences,Travel_Rarely,19,3203.0,11,7,2,8,2,1,2.0,4,1,3,No,0
1251,21,Female,Single,Research & Development,Laboratory Technician,Medical,Travel_Rarely,16,2264.0,15,0,0,1,2,3,3.0,3,3,3,Yes,1
1252,25,Male,Married,Research & Development,Manufacturing Director,Medical,Travel_Frequently,17,10397.0,19,1,0,7,2,2,3.0,3,3,4,No,1
1253,52,Male,Married,Research & Development,Research Scientist,Technical Degree,Travel_Rarely,7,5711.0,23,14,9,8,5,4,2.0,2,3,3,No,0
1254,54,Male,Married,Sales,Sales Representative,Medical,Travel_Rarely,21,5824.0,21,16,5,2,4,2,4.0,4,2,3,No,1
1255,28,Male,Divorced,Sales,Sales Executive,Other,Travel_Frequently,6,7066.0,19,4,3,1,1,1,3.0,4,3,3,No,1
1256,44,Female,Married,Research & Development,Research Scientist,Life Sciences,Travel_Rarely,25,6694.0,15,3,2,5,1,3,1.0,4,3,3,No,0
1257,42,Male,Married,Research & Development,Research Scientist,Other,Travel_Frequently,13,4757.0,12,7,6,7,3,1,4.0,4,1,3,No,0
1258,25,Male,Divorced,Sales,Sales Executive,Technical Degree,Non-Travel,12,7093.0,23,3,2,0,3,4,3.0,3,1,3,No,0
1259,38,Male,Single,Sales,Sales Representative,Life Sciences,Non-Travel,12,3204.0,18,4,3,5,4,1,1.0,4,2,3,Yes,1
1260,47,Male,Divorced,Research & Development,Laboratory Technician,Life Sciences,Travel_Rarely,13,4519.0,17,7,6,7,1,2,2.0,4,1,3,No,1
1261,58,Male,Married,Sales,Sales Representative,Life Sciences,Non-Travel,20,6164.0,24,22,7,0,2,4,2.0,1,3,3,Yes,0
1262,53,Female,Married,Research & Development,Laboratory Technician,Medical,Travel_Frequently,15,2723.0,13,2,1,4,0,3,4.0,1,1,3,No,1
1263,23,Male,Divorced,Sales,Manager,Medical,Non-Travel,4,11990.0,14,1,0,0,2,4,3.0,4,1,3,No,0
1264,29,Male,Married,Sales,Manager,Technical Degree,Travel_Rarely,17,13483.0,22,5,4,1,4,2,1.0,2,1,3,No,0
1265,37,Male,Married,Human Resources,Manager,Medical,Travel_Rarely,8,13051.0,14,2,1,4,1,4,2.0,4,2,3,Yes,0
1266,26,Male,Single,Sales,Sales Representative,Human Resources,Travel_Frequently,4,2771.0,24,3,1,2,1,3,4.0,2,1,3,No,1
1267,42,Male,Married,Sales,Manager,Medical,Travel_Rarely,25,12500.0,23,6,2,0,2,3,3.0,2,3,3,No,0
1268,20,Female,Married,Sales,Manager,Medical,Non-Travel,10,13153.0,12,0,0,7,5,1,3.0,4,1,3,No,0
1269,24,Female,Single,Sales,Sales Executive,Medical,Non-Travel,18,6700.0,17,2,2,1,3,4,3.0,3,4,3,Yes,0
1270,21,Male,Married,Sales,Manager,Medical,Travel_Rarely,5,12290.0,21,1,1,7,5,1,3.0,3,3,3,Yes,1
1271,31,Female,Married,Sales,Sales Executive,Other,Travel_Frequently,10,7176.0,17,0,0,1,0,2,1.0,2,1,3,No,1
1272,50,Male,Married,Sales,Sales Representative,Medical,Travel_Frequently,12,4141.0,14,14,6,4,5,3,3.0,3,2,3,No,0
1273,27,Female,Single,Sales,Sales Representative,Medical,Travel_Rarely,4,3176.0,11,4,2,6,0,4,3.0,2,1,3,No,0
1274,59,Female,Married,Research & Development,Laboratory Technician,Other,Travel_Rarely,29,4666.0,11,15,9,4,1,3,1.0,4,4,3,No,1
1275,30,Female,Single,Research & Development,Research Scientist,Technical Degree,Travel_Rarely,10,5463.0,13,4,1,3,2,2,3.0,2,3,4,No,1
1276,21,Female,Single,Research & Development,Manager,Medical,Travel_Rarely,17,12672.0,14,0,0,6,1,2,1.0,1,4,3,No,1
1277,33,Male,Married,Sales,Sales Executive,Other,Travel_Rarely,17,7832.0,15,7,6,0,5,4,1.0,3,2,4,Yes,0
1278,49,Male,Single,Research & Development,Research Scientist,Medical,Travel_Rarely,13,7141.0,22,1,1,7,5,2,4.0,4,1,4,Yes,1
1279,24,Male,Single,Research & Development,Manager,Life Sciences,Travel_Rarely,17,12858.0,18,1,1,6,3,4,2.0,4,1,3,Yes,0
1280,22,Male,Married,Research & Development,Manufacturing Director,Marketing,Travel_Frequently,17,9888.0,12,1,1,6,2,1,2.0,1,2,3,No,1
1281,53,Female,Single,Sales,Sales Executive,Human Resources,Non-Travel,3,9187.0,12,19,10,3,4,3,3.0,4,4,3,No,0
1282,43,Male,Divorced,Sales,Manager,Medical,Travel_Rarely,20,14287.0,12,14,9,3,4,3,3.0,2,2,3,No,0
1283,33,Male,Divorced,Sales,Manager,Human Resources,Travel_Rarely,4,13558.0,15,4,2,5,2,3,3.0,4,4,3,No,0
1284,50,Male,Married,Sales,Sales Executive,Life Sciences,Travel_Rarely,13,6886.0,21,3,1,5,4,2,4.0,3,2,3,No,0
1285,53,Male,Divorced,Research & Development,Laboratory Technician,Human Resources,Travel_Rarely,11,4042.0,11,10,9,8,1,3,3.0,4,1,3,No,0
1286,34,Female,Divorced,Research & Development,Laboratory Technician,Life Sciences,Travel_Rarely,13,7141.0,16,1,1,7,1,2,1.0,2,2,3,No,0
1287,42,Female,Single,Sales,Sales Executive,Marketing,Travel_Rarely,3,8823.0,17,12,9,0,0,3,1.0,3,1,3,Yes,0
1288,20,Male,Married,Research & Development,Research Scientist,Technical Degree,Travel_Rarely,21,3934.0,13,0,0,1,0,4,2.0,3,3,3,Yes,0
1289,32,Male,Single,Research & Development,Research Scientist,Medical,Travel_Frequently,13,3957.0,11,3,1,8,1,3,2.0,1,1,3,No,1
1290,43,Male,Married,Sales,Sales Executive,Technical Degree,Travel_Frequently,2,7411.0,14,1,0,3,3,3,2.0,4,3,3,No,0
1291,27,Male,Married,Research & Development,Laboratory Technician,Human Resources,Travel_Rarely,1,2315.0,13,2,2,5,5,4,1.0,1,2,4,No,1
1292,59,Female,Single,Sales,Sales Representative,Technical Degree,Travel_Rarely,16,4644.0,22,20,15,0,3,1,1.0,4,2,3,No,0
1293,58,Male,Single,Human Resources,Human Resources,Marketing,Non-Travel,20,5619.0,23,16,9,0,2,3,1.0,1,3,3,No,1
1294,30,Male,Divorced,Sales,Sales Executive,Human Resources,Travel_Rarely,16,6561.0,19,0,0,3,1,3,4.0,1,3,3,No,0
1295,35,Male,Single,Research & Development,Research Scientist,Human Resources,Travel_Frequently,21,3684.0,21,1,0,6,0,3,2.0,2,4,3,No,0
1296,27,Female,Single,Human Resources,Manager,Medical,Travel_Frequently,22,12373.0,21,2,1,6,3,1,4.0,1,2,3,No,0
1297,40,Female,Single,Human Resources,Human Resources,Human Resources,Travel_Rarely,26,4080.0,23,1,0,8,0,4,2.0,1,4,3,No,1
1298,24,Male,Married,Research & Development,Manager,Other,Travel_Rarely,29,11952.0,12,2,1,1,4,1,2.0,1,4,3,No,0
1299,35,Male,Divorced,Research & Development,Manufacturing Director,Human Resources,Travel_Rarely,26,11740.0,24,6,5,1,2,2,2.0,2,4,3,No,0
1300,42,Male,Married,Research & Development,Manager,Human Resources,Travel_Rarely,24,12378.0,17,1,1,4,2,3,4.0,2,4,3,No,0
1301,44,Female,Married,Research & Development,Manufacturing Director,Human Resources,Travel_Frequently,13,11797.0,18,11,3,4,0,2,3.0,1,4,3,No,0
1302,43,Male,Single,Sales,Sales Executive,Human Resources,Travel_Rarely,15,6226.0,22,5,2,0,1,1,1.0,1,2,3,Yes,1
1303,28,Male,Single,Research & Development,Manufacturing Director,Medical,Travel_Rarely,18,9041.0,17,1,1,4,0,3,2.0,3,3,3,No,0
1304,51,Female,Married,Research & Development,Laboratory Technician,Human Resources,Travel_Rarely,5,4596.0,14,11,3,8,4,2,4.0,2,4,3,No,0
1305,47,Female,Divorced,Research & Development,Research Scientist,Medical,Travel_Rarely,20,5313.0,11,0,0,1,2,4,1.0,4,2,3,Yes,0
1306,50,Male,Married,Research & Development,Laboratory Technician,Marketing,Travel_Rarely,18,3354.0,13,8,5,7,4,4,4.0,4,4,3,No,0
1307,38,Male,Married,Research & Development,Laboratory Technician,Other,Travel_Frequently,16,4166.0,12,9,4,4,3,2,4.0,1,3,4,No,1
1308,55,Male,Married,Research & Development,Research Scientist,Medical,Travel_Rarely,25,5739.0,16,19,8,4,5,3,1.0,4,2,4,No,0
1309,35,Male,Married,Sales,Sales Executive,Other,Travel_Rarely,20,6429.0,21,3,1,5,4,1,3.0,3,4,3,No,0
1310,52,Male,Married,Sales,Manager,Marketing,Travel_Rarely,28,13556.0,15,12,10,6,0,4,3.0,4,1,3,No,0
1311,28,Female,Married,Research & Development,Manufacturing Director,Medical,Travel_Rarely,29,9624.0,19,1,0,5,0,1,4.0,2,3,3,No,0
1312,29,Female,Married,Research & Development,Laboratory Technician,Life Sciences,Non-Travel,24,2577.0,13,3,2,0,5,4,4.0,1,4,3,No,1
1313,41,Male,Married,Sales,Manager,Technical Degree,Travel_Rarely,9,11563.0,19,3,1,2,1,4,1.0,4,1,4,No,0
1314,42,Female,Divorced,Research & Development,Research Scientist,Marketing,Non-Travel,6,4028.0,24,8,6,7,4,2,2.0,3,2,3,No,0
1315,49,Male,Married,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,9,3646.0,15,3,1,0,3,4,4.0,1,3,3,No,1
1316,31,Male,Single,Sales,Manager,Life Sciences,Travel_Frequently,21,13079.0,17,6,2,6,4,3,2.0,1,1,3,No,0
1317,54,Female,Single,Research & Development,Manufacturing Director,Medical,Travel_Rarely,26,12316.0,24,18,13,4,1,3,1.0,1,4,3,No,0
1318,33,Male,Married,Research & Development,Laboratory Technician,Life Sciences,Travel_Frequently,26,2814.0,19,3,2,1,1,2,3.0,2,3,3,No,0
1319,41,Male,Married,Sales,Sales Executive,Medical,Travel_Rarely,20,8304.0,16,10,4,1,3,1,1.0,2,2,3,No,1
1320,57,Male,Married,Human Resources,Human Resources,Other,Travel_Rarely,20,4464.0,12,2,1,8,0,3,1.0,2,2,3,No,1
1321,41,Male,Married,Human Resources,Human Resources,Life Sciences,Travel_Rarely,28,4884.0,24,9,8,0,1,1,4.0,4,1,3,No,0
1322,47,Male,Single,Research & Development,Research Scientist,Human Resources,Travel_Rarely,20,4706.0,19,5,1,0,3,2,1.0,4,1,3,No,1
1323,56,Female,Married,Sales,Manager,Life Sciences,Travel_Rarely,5,11971.0,11,3,1,0,1,1,4.0,3,3,3,No,0
1324,58,Female,Married,Research & Development,Manufacturing Director,Technical Degree,Travel_Rarely,15,11715.0,18,15,8,5,1,1,1.0,3,4,3,No,0
1325,39,Female,Married,Research & Development,Laboratory Technician,Other,Travel_Rarely,11,4570.0,24,5,2,8,5,1,1.0,4,2,3,Yes,0
1326,36,Female,Married,Research & Development,Manager,Marketing,Travel_Rarely,19,13283.0,24,5,3,1,1,1,3.0,2,1,3,Yes,1
1327,27,Male,Single,Research & Development,Research Scientist,Medical,Travel_Rarely,19,4286.0,13,2,1,7,5,4,1.0,3,3,3,No,0
1328,41,Female,Married,Research & Development,Research Scientist,Technical Degree,Travel_Frequently,9,4643.0,16,1,1,6,5,4,2.0,3,3,3,No,0
1329,56,Male,Divorced,Research & Development,Laboratory Technician,Medical,Travel_Rarely,9,2459.0,24,1,1,2,4,4,2.0,2,1,3,Yes,1
1330,39,Male,Divorced,Sales,Manager,Other,Travel_Frequently,3,13278.0,21,7,4,0,0,1,3.0,4,3,3,No,0
1331,33,Female,Married,Research & Development,Manufacturing Director,Other,Travel_Frequently,9,9901.0,18,5,4,4,1,4,2.0,1,1,3,No,0
1332,24,Male,Single,Sales,Manager,Technical Degree,Travel_Frequently,25,12414.0,15,0,0,0,5,3,1.0,1,1,4,Yes,1
1333,35,Male,Married,Research & Development,Research Scientist,Technical Degree,Travel_Rarely,19,6341.0,21,3,1,1,0,4,1.0,2,2,3,No,0
1334,29,Male,Married,Research & Development,Manager,Technical Degree,Travel_Rarely,28,12018.0,19,3,2,4,3,4,1.0,4,3,3,Yes,1
1335,59,Male,Married,Sales,Sales Executive,Human Resources,Travel_Rarely,27,10054.0,18,15,6,7,3,2,1.0,2,3,3,No,1
1336,41,Male,Divorced,Research & Development,Research Scientist,Marketing,Travel_Rarely,25,5694.0,23,10,3,8,5,3,3.0,1,3,4,No,1
1337,25,Male,Single,Sales,Sales Representative,Other,Travel_Rarely,6,2870.0,16,1,0,5,5,3,2.0,4,1,4,No,0
1338,22,Female,Single,Research & Development,Research Scientist,Marketing,Travel_Rarely,10,3843.0,19,1,1,2,1,2,1.0,1,2,3,No,0
1339,54,Male,Single,Sales,Manager,Life Sciences,Travel_Rarely,2,14859.0,11,12,3,2,3,2,2.0,1,3,3,No,0
1340,57,Male,Single,Human Resources,Manager,Human Resources,Travel_Rarely,3,13136.0,20,7,5,5,3,1,3.0,4,3,3,No,0
1341,50,Male,Divorced,Sales,Sales Representative,Technical Degree,Travel_Rarely,7,2980.0,18,1,1,1,5,1,2.0,2,1,3,No,1
1342,24,Female,Married,Human Resources,Human Resources,Other,Travel_Rarely,9,3678.0,23,0,0,4,3,4,2.0,1,4,3,No,0
1343,23,Male,Single,Research & Development,Research Scientist,Marketing,Travel_Frequently,1,4698.0,15,2,1,6,0,3,3.0,2,1,3,Yes,1
1344,27,Male,Married,Research & Development,Manufacturing Director,Marketing,Travel_Rarely,25,9915.0,23,1,1,7,5,3,3.0,3,4,3,No,0
1345,50,Male,Married,Research & Development,Manufacturing Director,Technical Degree,Travel_Rarely,16,11328.0,19,11,4,0,3,3,3.0,4,3,4,Yes,0
1346,50,Female,Single,Research & Development,Manager,Marketing,Travel_Rarely,20,14264.0,13,10,8,2,1,2,2.0,1,1,3,No,0
1347,53,Female,Single,Human Resources,Manager,Human Resources,Travel_Rarely,19,12283.0,13,8,6,2,1,1,2.0,2,2,3,No,0
1348,23,Male,Married,Sales,Sales Executive,Marketing,Travel_Rarely,29,7127.0,13,2,0,4,1,4,4.0,3,2,4,No,0
1349,26,Female,Single,Research & Development,Research Scientist,Human Resources,Travel_Rarely,5,4516.0,15,3,2,1,4,4,4.0,3,4,3,Yes,0
1350,56,Male,Married,Sales,Manager,Marketing,Non-Travel,10,11701.0,18,0,0,8,5,1,1.0,3,3,3,Yes,1
1351,57,Male,Single,Research & Development,Research Scientist,Medical,Travel_Rarely,9,6883.0,23,17,9,8,2,4,4.0,2,2,3,Yes,0
1352,49,Male,Married,Sales,Manager,Other,Travel_Rarely,16,12203.0,24,9,4,2,0,2,4.0,4,4,3,No,0
1353,24,Male,Divorced,Research & Development,Research Scientist,Technical Degree,Travel_Rarely,16,2900.0,20,1,1,3,5,3,4.0,1,1,3,No,0
1354,22,Male,Single,Research & Development,Manufacturing Director,Human Resources,Non-Travel,23,10055.0,17,1,1,3,3,1,2.0,4,4,3,No,0
1355,22,Male,Single,Research & Development,Manager,Technical Degree,Travel_Rarely,17,12037.0,19,1,1,0,3,2,3.0,4,4,3,Yes,0
1356,47,Male,Divorced,Research & Development,Laboratory Technician,Marketing,Non-Travel,7,2788.0,15,5,2,7,0,1,1.0,3,2,3,Yes,1
1357,53,Male,Married,Research & Development,Research Scientist,Other,Travel_Rarely,17,5454.0,14,19,12,7,5,4,1.0,2,1,3,No,1
1358,45,Male,Married,Research & Development,Manager,Marketing,Travel_Rarely,28,14358.0,18,10,7,2,0,2,3.0,2,4,3,No,0
1359,30,Female,Single,Research & Development,Research Scientist,Other,Travel_Rarely,17,4958.0,22,4,3,4,3,2,1.0,2,4,3,No,0
1360,50,Female,Single,Research & Development,Manufacturing Director,Marketing,Travel_Rarely,18,9932.0,11,1,1,3,3,3,1.0,1,2,3,Yes,1
1361,22,Male,Married,Human Resources,Manager,Life Sciences,Travel_Frequently,6,13317.0,12,0,0,2,3,4,2.0,1,1,3,Yes,0
1362,53,Male,Divorced,Sales,Manager,Life Sciences,Travel_Rarely,1,13693.0,13,9,7,2,3,2,2.0,3,2,3,No,0
1363,55,Male,Single,Sales,Sales Executive,Other,Travel_Rarely,7,9122.0,13,13,5,0,2,3,1.0,3,1,3,No,1
1364,48,Male,Married,Sales,Manager,Technical Degree,Travel_Rarely,1,12372.0,13,9,3,7,3,3,4.0,2,3,3,No,0
1365,55,Male,Married,Research & Development,Research Scientist,Marketing,Travel_Frequently,14,5390.0,12,16,9,5,2,2,3.0,2,3,3,Yes,1
1366,43,Male,Single,Research & Development,Manufacturing Director,Human Resources,Travel_Frequently,26,10650.0,11,4,2,8,2,4,4.0,1,2,3,Yes,0
1367,38,Female,Single,Research & Development,Manufacturing Director,Technical Degree,Travel_Rarely,13,11009.0,15,8,2,0,4,1,3.0,4,3,4,No,1
1368,32,Female,Single,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,19,4470.0,21,6,1,5,4,4,3.0,4,3,3,No,0
1369,56,Male,Married,Sales,Sales Representative,Human Resources,Travel_Rarely,25,4262.0,13,17,12,5,0,2,2.0,1,1,4,No,1
1370,47,Male,Married,Research & Development,Research Scientist,Medical,Travel_Rarely,23,6062.0,15,12,11,5,5,1,4.0,2,2,3,No,1
1371,27,Female,Married,Research & Development,Manager,Life Sciences,Travel_Rarely,19,13074.0,24,4,2,8,0,4,3.0,3,4,3,No,0
1372,58,Male,Single,Sales,Sales Executive,Human Resources,Non-Travel,23,7302.0,13,2,1,3,1,4,2.0,1,4,3,Yes,0
1373,22,Female,Married,Research & Development,Laboratory Technician,Life Sciences,Travel_Frequently,9,2876.0,24,1,1,1,2,4,2.0,1,4,3,No,1
1374,43,Male,Married,Sales,Sales Representative,Human Resources,Travel_Frequently,13,5071.0,18,13,5,0,1,1,1.0,4,4,3,Yes,0
1375,27,Male,Married,Sales,Manager,Life Sciences,Travel_Rarely,12,11775.0,21,2,2,4,2,4,4.0,1,1,4,Yes,0
1376,46,Male,Married,Sales,Sales Representative,Medical,Travel_Frequently,24,3384.0,15,3,2,1,1,3,4.0,3,2,3,No,0
1377,36,Male,Single,Human Resources,Manager,Human Resources,Travel_Rarely,12,12574.0,15,10,4,1,2,4,3.0,4,2,3,Yes,0
1378,37,Female,Married,Research & Development,Manufacturing Director,Technical Degree,Travel_Rarely,28,9585.0,16,2,1,1,4,2,1.0,3,3,4,No,0
1379,46,Male,Married,Research & Development,Manager,Human Resources,Travel_Frequently,6,12455.0,12,5,2,2,4,4,4.0,2,4,4,Yes,0
1380,50,Female,Married,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,5,3065.0,15,3,2,1,2,3,1.0,1,3,3,No,0
1381,35,Male,Single,Research & Development,Manager,Life Sciences,Travel_Rarely,21,7141.0,23,4,1,4,1,2,1.0,3,3,3,No,0
1382,59,Female,Married,Human Resources,Manager,Other,Travel_Rarely,23,12420.0,11,10,8,5,4,1,1.0,2,1,3,No,0
1383,39,Female,Married,Research & Development,Manager,Medical,Travel_Rarely,20,13897.0,19,6,4,2,0,4,2.0,4,3,3,No,0
1384,26,Male,Married,Research & Development,Manager,Life Sciences,Travel_Rarely,9,12060.0,20,3,2,1,2,3,2.0,3,4,4,No,0
1385,20,Male,Divorced,Research & Development,Manager,Other,Travel_Rarely,1,12198.0,12,0,0,5,1,1,4.0,1,4,4,Yes,0
1386,28,Female,Divorced,Human Resources,Human Resources,Medical,Travel_Rarely,10,2985.0,12,2,1,0,3,1,2.0,2,3,3,No,1
